,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
615,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:16.795558.cam1.B_collapsed_diff.fits,57.5,Open,IPOL,22.5,B,0.105,0.0471744,-28256.0,882.5232,34807.0,1222.0536
1082,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:45.602011.cam1.B_collapsed_diff.fits,57.5,625-50,IPOL,22.5,B,0.105,0.0471744,-462.0,104.59594,1756.0,82.82412
919,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:38.794508.cam1.B_collapsed_diff.fits,57.5,675-50,IPOL,22.5,B,0.105,0.0471744,-1443.0,157.72499,7333.0,284.45905
458,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:47.411922.cam1.B_collapsed_diff.fits,57.5,725-50,IPOL,22.5,B,0.105,0.0471744,-7632.0,273.07098,14052.0,514.53925
472,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:39.011208.cam1.B_collapsed_diff.fits,57.5,750-50,IPOL,22.5,B,0.105,0.0471744,-10281.0,349.72217,15057.0,527.6478
436,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:38.695960.cam1.B_collapsed_diff.fits,57.5,775-50,IPOL,22.5,B,0.105,0.0471744,-6381.0,237.7893,8169.5,306.79718
504,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:51.837878.cam1.B_collapsed_diff.fits,57.5,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[-18755.5 -23641.   -9776.   -2583.5],[604.46933425 597.87066478 274.93446502 121.81292752],[22276.  29681.5 13947.5  3803. ],[797.94510901 852.7448455  367.69941295 128.48515138]
360,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:39.964200.cam1.A_collapsed_diff.fits,70.0,Open,IPOL,22.5,A,0.105,0.0471744,26741.0,1011.6576,33839.0,1167.6584
1,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:08.491704.cam1.A_collapsed_diff.fits,70.0,625-50,IPOL,22.5,A,0.105,0.0471744,-192.0,69.653534,1747.0,80.73529
1119,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:14.291972.cam1.A_collapsed_diff.fits,70.0,675-50,IPOL,22.5,A,0.105,0.0471744,1824.0,144.88208,7248.0,277.061
549,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:10.388971.cam1.A_collapsed_diff.fits,70.0,725-50,IPOL,22.5,A,0.105,0.0471744,9535.0,404.20996,13775.0,454.8554
100,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:14.984888.cam1.A_collapsed_diff.fits,70.0,750-50,IPOL,22.5,A,0.105,0.0471744,11382.0,429.38937,15290.0,538.1115
144,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:03.198045.cam1.A_collapsed_diff.fits,70.0,775-50,IPOL,22.5,A,0.105,0.0471744,6794.0,271.55466,8696.0,330.8002
946,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:21.055729.cam1.A_collapsed_diff.fits,70.0,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[20285.  22278.   9101.   2284.5],[711.51470356 537.46221979 305.62435473 111.620787  ],[24323. 28083. 13241.  3515.],[799.67213536 613.95591963 310.39293179 111.46541327]
323,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:39.964200.cam1.B_collapsed_diff.fits,70.0,Open,IPOL,22.5,B,0.105,0.0471744,-33578.0,1253.7627,35614.0,1245.0006
96,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:08.491704.cam1.B_collapsed_diff.fits,70.0,625-50,IPOL,22.5,B,0.105,0.0471744,-419.0,102.83685,1755.0,81.84026
58,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:14.291972.cam1.B_collapsed_diff.fits,70.0,675-50,IPOL,22.5,B,0.105,0.0471744,-3867.0,242.74138,7652.0,286.821
959,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:10.388971.cam1.B_collapsed_diff.fits,70.0,725-50,IPOL,22.5,B,0.105,0.0471744,-13077.0,494.27618,14490.0,517.6117
261,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:14.984888.cam1.B_collapsed_diff.fits,70.0,750-50,IPOL,22.5,B,0.105,0.0471744,-15066.0,554.12854,15848.0,564.34094
73,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:03.198045.cam1.B_collapsed_diff.fits,70.0,775-50,IPOL,22.5,B,0.105,0.0471744,-8645.0,338.40567,8949.0,344.3993
583,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:21.055729.cam1.B_collapsed_diff.fits,70.0,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[-22433. -28827. -12201.  -3141.],[851.14020956 991.17843722 413.77014245 134.45035134],[22960. 29929. 13999.  3835.],[846.98215022 906.94682136 416.28799809 138.34154948]
507,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:02.149403.cam1.A_collapsed_diff.fits,82.5,Open,IPOL,22.5,A,0.105,0.0471744,12708.0,767.7238,33380.0,1132.6868
59,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:31.075602.cam1.A_collapsed_diff.fits,82.5,625-50,IPOL,22.5,A,0.105,0.0471744,-581.5,116.49938,1766.0,80.238365
735,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:52.106770.cam1.A_collapsed_diff.fits,82.5,675-50,IPOL,22.5,A,0.105,0.0471744,1763.0,146.78304,7297.0,268.7042
538,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:32.764801.cam1.A_collapsed_diff.fits,82.5,725-50,IPOL,22.5,A,0.105,0.0471744,6778.0,374.56528,13825.0,483.75632
1032,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:52.514184.cam1.A_collapsed_diff.fits,82.5,750-50,IPOL,22.5,A,0.105,0.0471744,8937.0,428.86557,14991.5,529.6482
196,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:25.632325.cam1.A_collapsed_diff.fits,82.5,775-50,IPOL,22.5,A,0.105,0.0471744,5287.0,265.44617,8425.0,325.4779
682,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:02.832681.cam1.A_collapsed_diff.fits,82.5,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[11280.5  8984.   3880.5  1436. ],[461.01170303 454.02904622 271.64375364 127.72063374],[22175.  28448.  13327.5  3601. ],[767.03235191 658.6717347  333.46303756 112.96717454]
736,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:02.149403.cam1.B_collapsed_diff.fits,82.5,Open,IPOL,22.5,B,0.105,0.0471744,-20399.0,1030.993,34119.0,1178.0793
1017,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:31.075602.cam1.B_collapsed_diff.fits,82.5,625-50,IPOL,22.5,B,0.105,0.0471744,41.0,66.35143,1747.0,79.37419
311,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:52.106770.cam1.B_collapsed_diff.fits,82.5,675-50,IPOL,22.5,B,0.105,0.0471744,-3266.0,241.10602,7590.0,255.29099
745,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:32.764801.cam1.B_collapsed_diff.fits,82.5,725-50,IPOL,22.5,B,0.105,0.0471744,-10125.0,482.8778,14428.0,491.95023
404,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:52.514184.cam1.B_collapsed_diff.fits,82.5,750-50,IPOL,22.5,B,0.105,0.0471744,-11103.0,507.3486,15491.0,531.0085
334,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:25.632325.cam1.B_collapsed_diff.fits,82.5,775-50,IPOL,22.5,B,0.105,0.0471744,-6343.0,295.16727,8595.0,338.0988
248,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:02.832681.cam1.B_collapsed_diff.fits,82.5,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[-13264.  -16566.   -8014.5  -2617. ],[ 665.58723901 1085.67410475  493.39414177  153.15579685],[21412.  29038.  13505.5  3793. ],[788.98818001 786.95451437 370.54021768 132.90263036]
283,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:25.126433.cam1.A_collapsed_diff.fits,95.0,Open,IPOL,22.5,A,0.105,0.0471744,-11682.0,454.69473,32581.0,1077.8217
587,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:55.091026.cam1.A_collapsed_diff.fits,95.0,625-50,IPOL,22.5,A,0.105,0.0471744,-1175.0,69.35348,1797.5,80.42575
130,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:27.699159.cam1.A_collapsed_diff.fits,95.0,675-50,IPOL,22.5,A,0.105,0.0471744,-1385.0,125.431564,7425.0,266.30228
1074,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:55.646991.cam1.A_collapsed_diff.fits,95.0,725-50,IPOL,22.5,A,0.105,0.0471744,-2647.0,237.87193,14113.0,481.4957
804,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:28.582766.cam1.A_collapsed_diff.fits,95.0,750-50,IPOL,22.5,A,0.105,0.0471744,-543.0,268.77188,14562.0,501.9076
527,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:48.408422.cam1.A_collapsed_diff.fits,95.0,775-50,IPOL,22.5,A,0.105,0.0471744,796.0,209.60373,7194.0,290.33997
573,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:30.695868.cam1.A_collapsed_diff.fits,95.0,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[ -4602.  -13928.   -4793.5    299.5],[233.39294726 514.08769352 200.75618254 114.76206662],[18669.  29321.5 13695.5  3902.5],[672.17505427 761.24370049 353.74468507  95.13216211]
691,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:25.126433.cam1.B_collapsed_diff.fits,95.0,Open,IPOL,22.5,B,0.105,0.0471744,4212.0,408.8768,32293.0,1074.4612
281,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:55.091026.cam1.B_collapsed_diff.fits,95.0,625-50,IPOL,22.5,B,0.105,0.0471744,714.0,71.08933,1739.0,77.57119
117,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:27.699159.cam1.B_collapsed_diff.fits,95.0,675-50,IPOL,22.5,B,0.105,0.0471744,324.0,195.55855,7377.0,267.87897
10,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:55.646991.cam1.B_collapsed_diff.fits,95.0,725-50,IPOL,22.5,B,0.105,0.0471744,-259.0,275.5415,14143.0,487.21765
778,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:28.582766.cam1.B_collapsed_diff.fits,95.0,750-50,IPOL,22.5,B,0.105,0.0471744,-617.0,250.62752,14666.0,515.1129
434,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:48.408422.cam1.B_collapsed_diff.fits,95.0,775-50,IPOL,22.5,B,0.105,0.0471744,-1235.0,241.13908,7225.0,297.35986
921,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:30.695868.cam1.B_collapsed_diff.fits,95.0,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[ 3141.5  6282.    477.5 -1358. ],[301.88959882 804.99586077 400.21997323 142.84119616],[19245.  28442.5 13135.5  3711. ],[691.80630485 616.08991272 303.27295253 115.75916355]
729,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:47.883674.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,22.5,A,0.105,0.0471744,-27825.0,857.98846,32406.0,1015.4051
267,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:17.620141.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,22.5,A,0.105,0.0471744,-1593.0,77.53484,1813.0,365.86813
982,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:05.704150.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,22.5,A,0.105,0.0471744,-5303.0,192.29463,7754.0,264.8591
766,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:18.213538.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,22.5,A,0.105,0.0471744,-11485.5,368.49152,14674.0,483.99515
857,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:05.921354.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,22.5,A,0.105,0.0471744,-9932.0,364.5225,14318.0,434.60162
397,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:10.937561.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,22.5,A,0.105,0.0471744,-3393.0,154.38127,6400.0,246.41048
314,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:12.472872.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[-14799.5 -28623.5 -10556.    -511.5],[531.93578861 768.70260378 260.46744806 110.34964311],[16621.5 30393.  14132.   3824. ],[599.1411174  850.41337881 372.36124307 103.24142866]
967,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:47.883674.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,22.5,B,0.105,0.0471744,21249.0,590.57983,31147.0,994.32806
661,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:17.620141.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,22.5,B,0.105,0.0471744,1177.0,66.26015,1730.0,76.05622
547,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:05.704150.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,22.5,B,0.105,0.0471744,4381.0,180.13658,7450.0,253.36292
911,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:18.213538.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,22.5,B,0.105,0.0471744,9298.0,295.06876,14027.0,471.14716
427,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:05.921354.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,22.5,B,0.105,0.0471744,8780.0,288.5409,13982.0,480.4144
4,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:10.937561.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,22.5,B,0.105,0.0471744,2944.0,148.52368,6299.0,243.81572
991,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:12.472872.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[13886.  22020.   7209.5  -287. ],[499.64316103 481.15725851 237.89164052  97.41141791],[17961.  28267.5 12967.   3820. ],[609.24110302 561.4561532  285.80681531  92.85297307]
648,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:10.861638.cam1.A_collapsed_diff.fits,120.0,Open,IPOL,22.5,A,0.105,0.0471744,-25860.0,924.63086,32158.0,999.5003
650,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:41.540711.cam1.A_collapsed_diff.fits,120.0,625-50,IPOL,22.5,A,0.105,0.0471744,-1571.0,76.467674,1803.0,363.7161
392,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:41.191594.cam1.A_collapsed_diff.fits,120.0,675-50,IPOL,22.5,A,0.105,0.0471744,-7385.0,249.16298,7776.0,260.99734
1056,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:42.717003.cam1.A_collapsed_diff.fits,120.0,725-50,IPOL,22.5,A,0.105,0.0471744,-13694.0,477.47003,14651.5,476.38644
755,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:41.989908.cam1.A_collapsed_diff.fits,120.0,750-50,IPOL,22.5,A,0.105,0.0471744,-12319.0,445.7147,14293.0,463.90952
659,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:33.907793.cam1.A_collapsed_diff.fits,120.0,775-50,IPOL,22.5,A,0.105,0.0471744,-4418.0,205.58975,6069.0,222.16032
966,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:40.338428.cam1.A_collapsed_diff.fits,120.0,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[-12891. -26182. -10266.   -779.],[542.05283751 780.23291026 318.96289035 117.36538735],[16749. 30032. 13911.  3762.],[571.36195364 802.7442305  361.57312487 121.99050857]
1094,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:10.861638.cam1.B_collapsed_diff.fits,120.0,Open,IPOL,22.5,B,0.105,0.0471744,20448.0,774.7691,30997.5,950.80225
762,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:41.540711.cam1.B_collapsed_diff.fits,120.0,625-50,IPOL,22.5,B,0.105,0.0471744,1165.0,66.16919,1720.0,74.13149
24,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:41.191594.cam1.B_collapsed_diff.fits,120.0,675-50,IPOL,22.5,B,0.105,0.0471744,6144.5,208.4713,7323.0,242.10484
771,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:42.717003.cam1.B_collapsed_diff.fits,120.0,725-50,IPOL,22.5,B,0.105,0.0471744,11533.0,415.0287,14028.0,456.7559
30,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:41.989908.cam1.B_collapsed_diff.fits,120.0,750-50,IPOL,22.5,B,0.105,0.0471744,9988.5,405.11005,13824.0,447.19437
276,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:33.907793.cam1.B_collapsed_diff.fits,120.0,775-50,IPOL,22.5,B,0.105,0.0471744,3349.0,197.70213,5907.5,213.21387
977,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:40.338428.cam1.B_collapsed_diff.fits,120.0,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[12270. 20955.  8276.   410.],[536.9653026  508.38413861 270.95163158 105.50174885],[17794. 28281. 12972.  3793.],[615.4710583  574.73121947 296.81527169 105.6799281 ]
341,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:58.246369.cam1.A_collapsed_diff.fits,132.5,Open,IPOL,22.5,A,0.105,0.0471744,-7357.0,635.2411,32114.0,965.23065
990,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:29.762097.cam1.A_collapsed_diff.fits,132.5,625-50,IPOL,22.5,A,0.105,0.0471744,-1076.5,67.248955,1770.0,74.16063
45,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:52.926811.cam1.A_collapsed_diff.fits,132.5,675-50,IPOL,22.5,A,0.105,0.0471744,-5928.0,226.23383,7602.0,251.48828
988,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:30.960280.cam1.A_collapsed_diff.fits,132.5,725-50,IPOL,22.5,A,0.105,0.0471744,-7706.0,386.12054,13976.0,454.6435
720,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:53.651798.cam1.A_collapsed_diff.fits,132.5,750-50,IPOL,22.5,A,0.105,0.0471744,-6442.0,352.7182,14074.0,454.19336
584,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:22.266488.cam1.A_collapsed_diff.fits,132.5,775-50,IPOL,22.5,A,0.105,0.0471744,-1597.0,168.23003,6370.0,225.61087
617,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:40.915157.cam1.A_collapsed_diff.fits,132.5,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[ -109. -8140. -4663.  -552.],[295.71690111 550.39135702 295.74768657  86.91331927],[18976. 28472. 13153.  3730.],[588.0865195  638.65597298 300.18776925  85.07721664]
870,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:58.246369.cam1.B_collapsed_diff.fits,132.5,Open,IPOL,22.5,B,0.105,0.0471744,2945.0,695.10693,31763.0,947.3285
225,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:29.762097.cam1.B_collapsed_diff.fits,132.5,625-50,IPOL,22.5,B,0.105,0.0471744,683.0,89.35901,1714.0,71.90756
256,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:52.926811.cam1.B_collapsed_diff.fits,132.5,675-50,IPOL,22.5,B,0.105,0.0471744,4228.0,188.28044,7252.0,233.02765
962,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:30.960280.cam1.B_collapsed_diff.fits,132.5,725-50,IPOL,22.5,B,0.105,0.0471744,5458.0,349.0404,13609.0,437.70248
908,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:53.651798.cam1.B_collapsed_diff.fits,132.5,750-50,IPOL,22.5,B,0.105,0.0471744,2800.0,304.1581,13780.0,435.6634
1097,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:22.266488.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,22.5,B,0.105,0.0471744,-251.0,155.0131,6296.0,220.12378
444,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:40.915157.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[-1109.    3993.5   3708.25   509.  ],[258.68170206 514.68502675 340.44269888 109.10624988],[19212.  28344.5 13091.   3760. ],[609.38410741 600.17436327 293.35046344  90.71454395]
335,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:33.415218.cam1.A_collapsed_diff.fits,45.0,Open,IPOL,33.75,A,0.105,0.0471744,-14534.0,873.42596,32323.0,1120.5094
201,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:01.077523.cam1.A_collapsed_diff.fits,45.0,625-50,IPOL,33.75,A,0.105,0.0471744,455.0,101.221924,1731.0,80.095856
522,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:21.603733.cam1.A_collapsed_diff.fits,45.0,675-50,IPOL,33.75,A,0.105,0.0471744,-3303.0,221.09764,7636.0,256.7487
546,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:04.030632.cam1.A_collapsed_diff.fits,45.0,725-50,IPOL,33.75,A,0.105,0.0471744,-10029.0,490.99512,14574.0,516.1065
1028,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:23.345889.cam1.A_collapsed_diff.fits,45.0,750-50,IPOL,33.75,A,0.105,0.0471744,-10470.0,481.199,14515.0,517.4918
1027,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:54.818580.cam1.A_collapsed_diff.fits,45.0,775-50,IPOL,33.75,A,0.105,0.0471744,-3972.0,221.11345,6179.0,244.69923
685,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:33:57.466983.cam1.A_collapsed_diff.fits,45.0,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[ -9865.5 -16823.   -2852.     645. ],[484.20375183 792.03394937 395.37111003 115.77209853],[17439.  29836.5 13418.   3649. ],[615.88750532 784.28501433 330.91370773  93.76441711]
467,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:33.415218.cam1.B_collapsed_diff.fits,45.0,Open,IPOL,33.75,B,0.105,0.0471744,11422.0,797.7648,31854.0,1095.5671
489,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:01.077523.cam1.B_collapsed_diff.fits,45.0,625-50,IPOL,33.75,B,0.105,0.0471744,-821.0,63.643517,1766.5,81.38491
909,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:21.603733.cam1.B_collapsed_diff.fits,45.0,675-50,IPOL,33.75,B,0.105,0.0471744,1929.0,393.5821,7324.0,273.27576
351,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:04.030632.cam1.B_collapsed_diff.fits,45.0,725-50,IPOL,33.75,B,0.105,0.0471744,8496.0,461.41617,14127.0,511.05444
322,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:23.345889.cam1.B_collapsed_diff.fits,45.0,750-50,IPOL,33.75,B,0.105,0.0471744,8089.0,427.55832,13900.0,502.2472
40,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:54.818580.cam1.B_collapsed_diff.fits,45.0,775-50,IPOL,33.75,B,0.105,0.0471744,2659.5,196.44952,6032.5,234.20877
64,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:33:57.466983.cam1.B_collapsed_diff.fits,45.0,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[ 9078.5 13560.5  2511.5  -539. ],[488.54815306 602.58517272 312.08666991  94.8869872 ],[18435.5 29005.  13388.   3701. ],[664.13969187 660.35039363 333.21239175  92.56269329]
1115,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:12.409787.cam1.A_collapsed_diff.fits,57.5,Open,IPOL,33.75,A,0.105,0.0471744,7599.0,452.27637,33045.0,1148.0334
437,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:41.693370.cam1.A_collapsed_diff.fits,57.5,625-50,IPOL,33.75,A,0.105,0.0471744,653.0,76.749275,1725.0,81.26774
779,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:42.608232.cam1.A_collapsed_diff.fits,57.5,675-50,IPOL,33.75,A,0.105,0.0471744,-1709.0,156.84221,7411.25,291.44818
733,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:42.930336.cam1.A_collapsed_diff.fits,57.5,725-50,IPOL,33.75,A,0.105,0.0471744,-2816.0,343.74304,14202.0,521.2532
637,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:43.396933.cam1.A_collapsed_diff.fits,57.5,750-50,IPOL,33.75,A,0.105,0.0471744,-2788.0,311.34308,14543.0,527.2542
47,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:34.784713.cam1.A_collapsed_diff.fits,57.5,775-50,IPOL,33.75,A,0.105,0.0471744,-102.0,154.58794,6833.0,267.73892
355,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:47.000683.cam1.A_collapsed_diff.fits,57.5,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[5093.5 3715.  4726.  1767. ],[265.07851603 395.10145667 231.95949581 122.28094121],[20585.5 28986.5 13195.5  3436.5],[697.88874328 697.00456042 316.40848086 103.88399667]
203,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:12.409787.cam1.B_collapsed_diff.fits,57.5,Open,IPOL,33.75,B,0.105,0.0471744,-11604.0,344.8468,33306.5,1157.0297
974,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:41.693370.cam1.B_collapsed_diff.fits,57.5,625-50,IPOL,33.75,B,0.105,0.0471744,-1135.0,69.244675,1780.0,83.82144
